id,text,label
615,"你總是無所求 填滿我空缺的角落, 不為了證明什麼 能傻傻得付出 就值得, 如今我無所求 只要能再牽你的手, 我願意無條件交換 全部所有, 突然間 世界停格了畫面, 只浮現 是你清楚的笑臉, 這些年 許多事不知不覺 已經改變, 才發現 只有你的愛 是永遠, 你一直是我的天 我抬頭就能看見, 所以才不怕危險 努力向前, 我貪心 越走越遠 迷失繁華人間, 才慌張 想回到 你的身邊, 你總是無所求 填滿我空缺的角落, 不為了證明什麼 能傻傻得付出 就值得, 如今我無所求 只要能再牽你的手, 我願意無條件交換 全部所有, 你一直是我的天 我抬頭就能看見, 所以才不怕危險 努力向前, 我貪心 越走越遠 迷失繁華人間, 才慌張 想回到 你的身邊, 你總是無所求 填滿我空缺的角落, 不為了證明什麼 能傻傻得付出 就值得, 如今我無所求 只要能再牽你的手, 我願意無條件交換 全部所有, 原來啊人生擁有過 已足夠",sad
616,"看時間太快 帶走塵埃 空白依然, 你走得自在 留下一段 精彩入懷, 微風經過花瓣鋪滿的窗檯, 蝴蝶慢慢醒過來, 路上行人望著我們太奇怪, 傻笑著期待, 紅橙黃綠藍的雲分你一塊, 漫天飛舞的雲彩, 留我獨自走在, 森林忘記那場雨落的比賽, 萬千星光都灑在, 流進荒漠才離開, 盼時間再快 帶走對你 愛的依賴, 越走越意外 發現竟然 困在人海, 夜空穿過這座城市的舞台, 你會不會出現在, 匆匆時光偷走一切的招牌, 都被你打敗, 紅橙黃綠藍的雲分你一塊, 漫天飛舞的雲彩, 留我獨自走在, 森林忘記那場雨落的比賽, 萬千星光都灑在, 流進荒漠才離開, 紅橙黃綠藍的雲分你一塊, 漫天飛舞的雲彩, 留我獨自走在, 森林忘記那場雨落的比賽, 萬千星光都灑在, 流進荒漠才離開, 萬千星光都守在, 紅橙黃綠藍的愛",non
617,"這凡人的軀殼, 注定毀滅後重塑一個新的我, 當一針一線縫合了傷痕, 將要斬斷了所有的謎底, 向世界宣告我的美麗, 起死回生後瘋了渡成了妖, 起死回生後瘋了渡成了妖, 瘋了渡成了妖, 起死回生後瘋了渡成了妖, 當儀式結束散場後, 又重蹈覆轍, 眾說紛紜的規律, 隨日子朝來暮去, 這洶洶湧動的人群, 對此漠不關心, 最後只剩下熱愛, 帶我迎接未來, 這凡人的軀殼, 注定毀滅後重塑一個新的我, 當一針一線縫合了傷痕, 將要斬斷了所有的謎底, 向世界宣告我的美麗, 起死回生後瘋了渡成了妖, 起死回生後瘋了渡成了妖, 瘋了渡成了妖, 瘋了渡成了妖, 起死回生後瘋了渡成了妖",angry
618,"清晨的長慶路, 暖黃一路蔓延, 我對路燈說了一夜的情話, 默默安靜的故人, 你是人間芳菲四月天, 黃河路吹來的風, 一曲南山南, 我掐滅了燃剩的炫赫門, 昆濮大廈的記憶, 抬頭看見模糊的初顏, 走走吧 走走吧 走走吧 一個人走走吧, 那溫情的浮遊 躁動的飛度 憂傷的酒吧, 想想吧 想想吧 想想吧 一個人想想吧, 心中的那個人終究消失不見, 我心愛的濮陽 思念的濮陽 青春的過往, 明媚的濮陽 浪漫的濮陽 你讓我迷惘, 讓我心愛的姑娘 心痛的姑娘 含笑的臉龐, 心中的那個人終究還會出現, 走走吧 走走吧 走走吧 一個人走走吧, 那溫情的浮遊 躁動的飛度 憂傷的酒吧, 想想吧 想想吧 想想吧 一個人想想吧, 心中的那個人終究消失不見, 我心愛的濮陽 思念的濮陽 青春的過往, 明媚的濮陽 浪漫的濮陽 你讓我迷惘, 讓我心愛的姑娘 心痛的姑娘 含笑的臉龐, 心中的那個人終究還會出現, 這座城市 這不安 這多年, 我竟捨不得買包廉價的煙, 這座城市 這孤單 這多年, 我並沒有過得好一點",sad
619,"你是我的, 站在你身後, 緊緊抱著你, 不放開你的手, 你說不想回家, 只想陪我玩耍, 靠近你的左邊, 耳朵說今晚你不許走, 我是你撿的漏, 開一個紅酒, 想和你養條狗, 吻著你的額頭, 你靠在我的胸口, 想對你說 , 聽你微笑的聲音, 讓我措手不及, 你美麗的背影, 讓我情不自禁, , 一切都 , 來快到我的懷裡, 全世界都安靜, 你柔軟的身體, 讓我沉入海底, , 就是你 , 你是我的, 站在你身後, 緊緊抱著你, 不放開你的手, 你說不想回家, 只想陪我玩耍, 靠近你的左邊, 耳朵說今晚你不許走, 我是你撿的漏, 開一個紅酒, 想和你養條狗, 吻著你的額頭, 你靠在我的胸口, 想對你說 , 順著你呼吸, 感受我們零距離, 不要把我藏心底, 因為我是你, 使出了你必殺技, 會讓我措手不及, 像在蜂蜜罐子裡甜的不會膩, 跟你不離不棄, 來快到我的懷裡, 全世界都安靜, 你柔軟的身體, 讓我沉入海底, , 就是你 , 你是我的, 站在你身後, 緊緊抱著你, 不放開你的手, 你說不想回家, 只想陪我玩耍, 靠近你的左邊, 耳朵說今晚你不許走, 我是你撿的漏, 開一個紅酒, 想和你養條狗, 吻著你的額頭, 你靠在我的胸口, 想對你說 , 你是我的, 站在你身後, 緊緊抱著你, 不放開你的手, 你說不想回家, 只想陪我玩耍, 靠近你的左邊, 耳朵說今晚你不許走",happy
620,"我要全糖夏季不加冰, 在六月晴空下說喜歡你, 倘若天氣違反愛的旨意下起大雨, 就請披上我的外衣奔向甜蜜, 就像草莓 配薄荷冰, 思念慢慢 融化在手掌心, 慢半拍的夏季 一不小心, 把你的溫柔寫進晚風裡, 小心翼翼 裝作漫不經心, 被我製造的偶遇 略有一點 刻意, 我用蟬鳴 掩飾心跳聲音, 害怕被你發現這份心意, 我要全糖夏季不加冰, 在六月晴空下說喜歡你, 倘若天氣違反愛的旨意下起大雨, 就請披上我的外衣奔向甜蜜, 我要全糖夏季不加冰, 等月光下的你說我願意, 我願陪你一同踏上這段時光旅行, 手寫這最幸福的回憶, 小心翼翼 裝作漫不經心, 被我製造的偶遇 略有一點 刻意, 我用蟬鳴 掩飾心跳聲音, 害怕被你發現這份心意, 我要全糖夏季不加冰, 在六月晴空下說喜歡你, 倘若天氣違反愛的旨意下起大雨, 就請披上我的外衣奔向甜蜜, 我要全糖夏季不加冰, 等月光下的你說我願意, 我願陪你一同踏上這段時光旅行, 手寫這最幸福的回憶, 我要全糖夏季不加冰, 在六月晴空下說喜歡你, 倘若天氣違反愛的旨意下起大雨, 就請披上我的外衣奔向甜蜜, 我要全糖夏季不加冰, 等月光下的你說我願意, 我願陪你一同踏上這段時光旅行, 手寫這最幸福的回憶",happy
621,"很想忘了你, 不再想起 不再想你, 就讓淚水慢慢的變成回憶, 很想忘了你, 不再哭泣 不再回憶, 沒有你在身邊, 我的世界 一片狼藉, 明知是你在逃, 卻還要裝作不知道, 轉過身之後是誰受盡煎熬, 還是那件外套, 那溫柔卻已不見了, 在一切之後, 你是否會知道, 很想忘了你, 不再想起 不再想你, 就讓淚水慢慢的變成回憶, 很想忘了你, 不再哭泣 不再回憶, 沒有你在身邊, 我的世界 一片狼藉, 沒有你的微笑, 也阻止不了你逃跑, 戀上你的臉我想戒戒不掉, 想念你的擁抱, 明知是愛情毒藥, 可痛過之後我卻無處逃, 很想忘了你, 不再想起 不再想你, 就讓淚水慢慢的變成回憶, 很想忘了你, 不再哭泣 不再回憶, 沒有你在身邊, 我的世界 一片狼藉, 很想忘了你, 不再想起 不再想你, 就讓淚水慢慢的變成回憶, 很想忘了你, 不再哭泣 不再回憶, 沒有你在身邊, 我的世界 一片狼藉",sad
622,"這一生, 彷彿就像一場夢, 看日昇日落, 追著夕陽西沉, 這一程, 臉上不該有淚痕, 朝遠方狂奔, 迎著風沙滾滾, 喔噢, 誰看過, 那絕美的黃昏, 把明天, 當最後的旅程, 誰知道, 這離別多殘忍, 孤身一個人, 誰聽過, 那哽咽的風聲, 眼神中, 為何藏著悔恨, 誰瞭解, 這往事多動人, 該如何留念溫存",sad
623,"思念 停留在夢裡 像風雨像留給我帶不走的記憶, 思念總是 停留在雨季 是浪漫 是逃避 是默默地哭泣, 思念 停留在夢裡 很清晰 想靠近卻在無奈中離去, 思念總是停留在雨季 像淚水淋濕我所有記憶, 我想問你 有多少日子讓你難忘記 我問自己是否已離不開你, 告訴我 能不能告訴我 離別的日子會不會想起我, 告訴我能不能告訴我是像我一樣離不開你, 思念 停留在夢裡 很清晰 想靠近卻在無奈中離去, 思念總是停留在雨季 像淚水淋濕我所有記憶, 我想問你 有多少歡笑值得 你回憶 只為今夜 將成為明日傷心的別離, 告訴我 能不能告訴我 離別的日子會不會想起我, 告訴我能不能告訴我是像我一樣離不開你",sad
624,"你答應過我你要離開了 我等著, 我那一刻等著你回望著, 差一時 只能 遺憾錯過了, 無法留下 你的笑容 親吻, 究竟為什麼 要分與合, 也許不能擁有卻讓彼此感受著, 為情呵護著, 這輩子 相遇了, 這輩子 我們相愛過, 以後日子有快樂有難過, 可是我們否認了 至少我們深愛過, 沒有辜負 老天給的緣分 我們珍惜過, 至少勇敢愛一次 也就懂了, 有彼此的快樂, 你答應過我你要離開了 我等著, 我那一刻等著你回望著, 差一時 只能 遺憾錯過了, 無法留下 你的笑容 親吻, 究竟為什麼 要分與合, 也許不能擁有卻讓彼此感受著, 為情呵護著, 這輩子 相遇了, 這輩子 我們相愛過, 以後日子有快樂有難過, 可是我們否認了 至少我們深愛過, 沒有辜負 老天給的緣分 我們珍惜過, 至少勇敢愛一次 也就懂了, 有彼此的快樂, 這輩子 結束了, 這輩子 我們相愛過, 以後日子有快樂有難過, 可是我們否認了 至少我們深愛過, 沒有錯過 那一幕 彼此給予真心的承諾, 至少勇敢愛一次 也就懂了, 有彼此的快樂",sad
625,"編曲 陶山, 太多的名詞壓在我們身上, 太多的義務 使我們無法自由奔放, 做一堆雜事換來別人說一句你真棒, 但真相 漆黑的房間永遠等不到天亮, 從你出生的第一年 開始說起, 以為抓周是幸福信念 卻是完成期許, 你可以成為這個他 你可以成為那個他, 如果你想成為自己 就會留下太多傷疤, 學會爬 你學會走 你學會跑 學會跳, 家人轉過身向親友炫耀, 這不是共享喜悅 這是鞏固面子, 我到底要再想幾遍 才能當個稱職的騙子, 把書讀好才能出人頭地 這你知我知, 但或許你考上台大 對自己依然一無所知, 就這次誠懇的問問自己是誰吧, 那這次, 就讓我流浪吧, 留下自由傷疤, 就讓我流浪吧, 讓我流浪 留下傷疤, 你年輕時過得再平凡, 年長時也必須宣稱自己年輕時也瘋過, 鞏固面子 鞏固尊嚴 是社會型態的遺傳, 例如你深思熟慮後找的每一份工作, 結了婚 有了車 有了房, 即使臉上的笑容已不再像以往, 那些孝順又偉大的家庭觀念, 只是拿個假的籠子關住你情緒的負面, 所以放下吧 放下你的尊嚴, 放下你對這世界所認知的深淺, 我知道你現在的年齡與社會的期望有所牽連, 你好手好腳 但是內心癲癇, 忘記你真實的年齡吧 一切歸零, 我們沒有翅膀卻都在社會的幻象中飛行, 我們都是笨蛋 從現在起像嬰兒般的無知前行, 就讓我流浪吧, 留下自由傷疤, 就讓我流浪吧, 讓我流浪 留下傷疤, 等你真的成功了就會快樂, 錯等你真的快樂了就是成功, 聰明的人總是懂得比別人還多, 錯聰明的人總是先保持無知, 我們總是有要比別人厲害的期待, 從來沒機會成為自己也從來不覺得奇怪, 別再低自信了 我們都因不同的原因而存在, 回頭謝謝他們的關愛, 但操他們的期待, 就讓我流浪吧, 留下自由傷疤, 就讓我流浪吧, 讓我流浪 留下傷疤, 走向已知的道路卻感惆悵, 走向未知的道路卻發現自由的能量, 他們口中所謂的漫無目的遊蕩, 或許對我們而言是找尋自我的流浪, 就算是忠臣也寧願被朝廷流放, 那放蕩不羈也許就是我謹慎的期望",non
626,"我的親愛的我什麼話都說不出口, , 我感覺有點羞愧渺小, , , 就再給我一次愛的機會我保證, , 這次它會燦爛奪目, ,, 你一直都在我腦中徘徊, , 今晚你就要離開我嗎, ,, 你絕不能跟我說再見啊, , 我正在走向死亡, ,, 我即將成熟了, , 我即將成熟了, ,, 親愛的沒有你我現在只能靠自己了, , 我還是感覺羞愧又渺小, ,, 而所有隱喻都像玫瑰凋謝, , 或許這就是我墜落的時候, ,, 而當我望向天空, ,, 猜想有誰會哭呢, ,, 就因為我太驕傲, , 就因為我說了太多謊, ,, 我即將成熟了, , 我即將成熟了, ,, 我即將成熟了, , 我即將成熟了",angry
627,"雪無聲無息白了我的頭髮, 手裡還捧著我在雪山之巔為你採下的雪蓮花, 來不及跟你做最後的告別說最後一句話, 這朵美麗的雪蓮就是我最後的表達, 淚結成冰掛在冰冷的臉頰, 想要唱一首你最愛聽的歌可我喉嚨已哭的沙啞, 一定是我幾世修來的福今生才能遇到你呀, 你曾說我們會有一個家和一對胖娃娃, 雪越下越大是你來看我嗎, 雪花落在我的脣上化成水是你在吻我嗎, 我張開了雙手再讓我擁抱你好嗎, 我千萬次的呼喊著你的名字你怎麼都不回答, 雪你知道嗎這孤獨多可怕, 我願意用盡餘生換一句話嫁給我好嗎, 這人間沒了你又何苦要把我留下, 每一次的呼吸都是痛苦雪你帶我走吧, 淚結成冰掛在冰冷的臉頰, 想要唱一首你最愛聽的歌可我喉嚨已哭的沙啞, 一定是我幾世修來的福今生才能遇到你呀, 你曾說我們會有一個家和一對胖娃娃, 雪越下越大是你來看我嗎, 雪花落在我的脣上化成水是你在吻我嗎, 我張開了雙手再讓我擁抱你好嗎, 我千萬次的呼喊著你的名字你怎麼都不回答, 雪你知道嗎這孤獨多可怕, 我願意用盡餘生換一句話嫁給我好嗎, 這人間沒了你又何苦要把我留下, 每一次的呼吸都是痛苦雪你帶我走吧, 雪越下越大是你來看我嗎, 雪花落在我的脣上化成水是你在吻我嗎, 我張開了雙手再讓我擁抱你好嗎, 我千萬次的呼喊著你的名字你怎麼都不回答, 雪你知道嗎這孤獨多可怕, 我願意用盡餘生換一句話嫁給我好嗎, 這人間沒了你又何苦要把我留下, 每一次的呼吸都是痛苦雪你帶我走吧, 每一次的呼吸都是痛苦雪你帶我走吧",angry
628,"有些山 有些路, 最近竄出不少老虎, 有人怕 有人哭, 有人後悔何必當初, 一把刀 架頭顱, 一個貪字把心俘虜, 一雙手 一伸出, 一念之間一命嗚呼, 就算你是山中的大王, 為非作歹怎麼能饒恕, 什麼身不由己的江湖, 也逃不過武松的功夫, 懸崖深處那是不歸路, 虎虎虎 那只大老虎, 一二三四五 我們打老虎, 虎虎虎 要把你降服, 問你到底服不服, 虎虎虎 所有大老虎, 一二三四五 我們打老虎, 呼呼呼 把毒瘤剷除, 才有全天下的幸福, 哎小哥走跟我一起打老虎去, 打啥子老虎哦我們要鬥地主, 嘿嘿雙王炸了, 喔謔洗白了, 一把刀 架頭顱, 一個貪字把心俘虜, 一雙手 一伸出, 一念之間一命嗚呼, 就算你是山中的大王, 為非作歹怎麼能饒恕, 什麼身不由己的江湖, 也逃不過武松的功夫, 懸崖深處那是不歸路, 虎虎虎 那只大老虎, 一二三四五 我們打老虎, 虎虎虎 要把你降服, 問你到底服不服, 虎虎虎 所有大老虎, 一二三四五 我們打老虎, 呼呼呼 把毒瘤剷除, 才有全天下的幸福, 虎虎虎 那只大老虎, 一二三四五 我們打老虎, 虎虎虎 要把你降服, 問你到底服不服, 虎虎虎 所有大老虎, 一二三四五 我們打老虎, 呼呼呼 把毒瘤剷除, 才有全天下的幸福, 人間萬物不再腐",angry
629,"還記得我們 聊著夢想, 幻想未來 多美好, 而現在我們 各自遠走他鄉, 曾經的宣言 成為了過往, 回想幾年前 我們彈著吉他, 說北京 很大, 看看現在朋友們都已轉業了, 只剩下我自己 孤苦追尋, 你還記得嗎 你還記得嗎, 當時的我們要在北京有個家, 你還記得嗎 你還記得嗎, 我們兄弟說過永遠不放棄啊, 你還記得嗎 你還記得嗎, 遺憾的眼淚不停流下, 你們忘了嗎 難道就忘了嗎, 曾經的夢想 一起追, 好嗎, 曾經我們 都彼此執著, 有眼淚 在被窩裡哭, 而現在我們 各自遠走他鄉, 留下的遺憾 回不到的從前, 你還記得嗎 你還記得嗎, 那時的夢想說的多偉大, 你還記得嗎 你還記得嗎, 那些苦和淚都忘了嗎, 你還記得嗎 你還記得嗎, 想念你們 心裡好難受啊, 你們忘了嗎 難道就忘了嗎, 曾經的夢想 一起追, 你還記得嗎 你還記得嗎, 那時的我們要在北京有個家, 你還記得嗎 你還記得嗎, 那些苦和淚都忘了嗎, 遺憾的眼淚 它不停留下, 你們忘了嗎 難道就忘了嗎, 曾經的夢想 一起追, 好嗎, 你還記得嗎 你還記得嗎",sad
630,"妹妹我告訴你呀, 其實我早就愛上了你, 只想著天天和你在一起, 享受著幸福甜如蜜啊, 妹妹你告訴我呀, 是否對我也有情有意, 天天盼你念你還是想著你, 我願陪你到天涯海角去, 哥哥我愛上了你呀, 那是真心真意的, 那怕等待像滴水穿的石, 真愛一生總會有一次呀, 哥哥我愛上了你呀, 喜歡你相隨的日子, 幸福的生活過的充實, 我們比翼雙飛永遠在一起, 妹妹你告訴我呀, 是否對我也有情有意, 天天盼你念你還是想著你, 我願陪你到天涯海角去, 哥哥我愛上了你呀, 那是真心真意的, 那怕等待像滴水穿的石, 真愛一生總會有一次呀, 哥哥我愛上了你呀, 喜歡你相隨的日子, 幸福的生活過的充實, 我們比翼雙飛永遠在一起, 哥哥我愛上了你呀, 那是真心真意的, 那怕等待像滴水穿的石, 真愛一生總會有一次呀, 哥哥我愛上了你呀, 喜歡你相隨的日子, 幸福的生活過的充實, 我們比翼雙飛永遠在一起",happy
631,"請你燃燒我, 盡情的燃燒我, 我是多麼享受, 快被毀滅的我, 請你燃燒我, 盡情的燃燒我, 我是多麼享受, 快被毀滅的我, 請求你燃燒我的生命, 從我的瞳孔開始燃起, 你的記憶我如此珍惜, 我不怕被你無情隔離不怕路崎嶇撕裂我, 用你完美的聲音在我耳邊撕裂我, 用迷人眼神注視著我看著我墜落, 再把我心刺破, 用力敲我的夢, 最後讓我著魔, 我給你承諾我給你許下承諾, 請讓它沉默然後再讓它沉默, 用你的狂風席捲著我的角落, 然後再回頭別管我摔的多重我不會退, 狼狽的我對著你身影繼續追, 想在你溫柔的懷中慢慢入睡, 此刻的我在半山已傷痕累累, 但是我感到快樂因你的笑臉, 你的笑臉, 你的笑臉, 你的笑臉, 用你的笑臉帶來痛覺, 請你燃燒我, 盡情的燃燒我, 我是多麼享受, 快被毀滅的我, 請你燃燒我, 盡情的燃燒我, 我是多麼享受, 快被毀滅的我, 我想給你這份愛這充滿傷痛的愛, 我喜歡你把這愛迅速丟棄在窗外, 這是我卑微的愛, 讓世界繞著你轉, 快讓我心痛增大我的脆弱, 我在屋頂讚頌欣賞你的舞動, 快點讓我變的空洞, 快點讓我雙眼通紅, 我最愛的是你甜美的嘴, 用纖細手指戳破我一切, 充滿刺的穀底讓我粉碎, 我還是發瘋愛著你的美, 看不到你的美我正在懺悔, 那無人地面睡在你的周圍, 快給我這如此致命的體會, 讓我的內心破碎在這黑夜, 破碎在這黑夜, 心破碎在這黑夜, 我的心破碎在黑夜, 愛著你虛偽的眼淚, 請你燃燒我, 盡情的燃燒我, 我是多麼享受, 快被毀滅的我, 請你燃燒我, 盡情的燃燒我, 我是多麼享受, 快被毀滅的我",sad
633,"愛上了看見你如何不懂謙卑, 去講心中理想不會俗氣, 猶如看得見晨曦才能歡天喜地, 抱著你我每次回來多少驚喜, 也許一生太短陪著你, 情感有若行李仍然沉重待我整理, 天氣不似如期但要走總要飛, 道別不可再等你不管有沒有機, 給我體貼入微但你手如明日便要遠離, 願你可以留下共我曾愉快的憶記, 當世事再沒完美可遠在歲月如歌中找你, 再見了背向你回頭多少傷悲, 也許不必再講所有道理, 何時放鬆我自己才能花天酒地, 抱著你我說過如何一起高飛, 這天只想帶走還是你, 如重溫往日遊記但會否疲倦了嬉戲, 天氣不似如期但要走總要飛, 道別不可再等你不管有沒有機, 給我體貼入微但你手如明日便要遠離, 願你可以留下共我曾愉快的憶記, 當世事再沒完美可遠在歲月如歌中找你",happy
634,"當我醒來的時候, 雨水已經打濕我的臉, 夕陽早已看不見, 這黑夜依然寂靜如昨天, 就算你再也沒有機會回來到我的身邊, 我可以不再出現進入你的生活和你的世界, 在這個下雨的夜想你的夜難以入眠, 我只能在天亮之前追趕這黑夜",sad
635,"你總是充滿希望 堅強溫暖活每一天, 多少次無盡黑夜 無盡黑暗沒能吞沒你, 多少次艱難 多少次淚流滿面, 多少次等待 多少次黎明不來, 你總是無限光明指引著我每一天, 你總是保持溫暖保持感動保持忍耐, 多少個黑夜多少次徹夜難眠, 多少次忍耐 多少次慌張迷茫, 你總是無限憧憬堅強勇敢活每一天, 多少次孤獨多少次恐懼沒能夠吞沒你, 你從來都不怕 你堅強的如同山脈, 你依然沒變 你還是那倔強少年, 每一次我模糊視線 每一次我迷失方向, 你總為我驅散霧海 指引著我腳前的光, 每當我又淚流滿面 迷失在這人群中間, 你總為我驅散謊言 指引著我默默等待, 每一次我模糊視線 每一次我迷失方向, 你總為我驅散霧海 指引著我腳前的光, 每當我又淚流滿面 迷失在這人群中間, 你總為我驅散謊言 指引著我默默等待, 你就是太陽 在熊熊燃燒 燃燒, 你就是太陽 在熊熊燃燒 燃燒",non
636,"當時我應該回來, 離開斑駁的情緒, 關燈安靜的睡去, 讓時間旋轉命運, 該不該懂的話, 一切都結束啦, 哎呀 哎呀, 可我不知道, 該如何表達, 不明白戀愛的意義, 該如何表達, 像迷霧中的森林, 該不該選擇放棄, 我腦袋有點暈, 不知不覺已入迷, 當時我應該回來, 離開斑駁的情緒, 關燈安靜的睡去, 讓時間旋轉命運, 該不該懂的話, 一切都結束啦, 哎呀 哎呀, 可我不知道, 不明白戀愛的意義, 像迷霧中的森林, 該不該選擇放棄, 我腦袋有點暈, 不知不覺已入迷",fear
637,"也許只有喝醉了才能忘記你, 才會讓這首情歌無關於你, 雖然曾經的喜歡都被你忘記, 可我一直還關注著你的消息, 刪了別人卻不想刪除你, 即使你已把我電話號碼屏蔽, 曾去過你的城市找過你, 可現實卻讓我耗盡所有力氣, 只有菸酒才最適合自己, 才有片刻的思緒會歸於平息, 曾相信的時間就是解藥, 可為何已是三年還無法忘記, 也許只有喝醉了才能忘記你, 發暈的頭腦才會把痛忘記, 回程車票永遠是孤單的自己, 為何這愛讓我變得沒出息, 也許只有喝醉了才能忘記你, 才會讓這首情歌無關於你, 雖然曾經的喜歡都被你忘記, 可我一直還關注著你的消息, 只有菸酒才最適合自己, 才有片刻的思緒會歸於平息, 曾相信的時間就是解藥, 可為何已是三年還無法忘記, 也許只有喝醉了才能忘記你, 發暈的頭腦才能把痛忘記, 回程車票永遠是孤單的自己, 為何這愛讓我變得沒出息, 也許只有喝醉了才能忘記你, 才會讓這首情歌無關於你, 雖然曾經的喜歡都被你忘記, 可我一直還關注著你的消息, 也許只有喝醉了才能忘記你, 發暈的頭腦才能把痛忘記, 回程車票永遠是孤單的自己, 為何這愛讓我變得沒出息, 也許只有喝醉了才能忘記你, 才會讓這首情歌無關於你, 雖然曾經的喜歡都被你忘記, 可我一直還關注著你的消息",sad
638,"獨白金錢是無底的大海, 可以淹死人格, 良知和真理, 也成了許多人愛情的屠夫, 曾經我們那麼相愛, 現在的你已不再, 是現實太過腐敗, 還是你淪落變壞, 也許是我太過膽怯, 你才會對我發洩, 從前愛我不顧一切, 現在將愛情泯滅, 我把你放在心田, 你卻說我太可憐, 因為我他媽沒有錢, 所以你我就沒緣, 你說你愛的是他, 他能給你一個家, 他的錢你隨便花, 他還有卡給你刷, 看這現實的愛情, 伴隨時間在凋零, 內心些許的安寧, 沒有實力就不行, 黑夜它依舊孤獨, 心靈它太過荒蕪, 讓我的靈魂放逐, 把你的愛情剔除, 為了自己找理由, 放下恩怨和情仇, 了斷塵緣剃了頭, 皈依佛門進鐘樓, 終於看透你本性, 風花雪月水中鏡, 沒有錢都算是病, 但我絕對不認命, 只有忘記這段情, 才能感激這個人, 前者這麼難, 她幫我做到了, 往後餘生嘆情不舊",angry
639,"去到海邊吹吹風 吹散陰霾的心情, 昨天的話留給昨天, 不值得為你再哭紅眼睛, 習慣夜裡開著燈 照亮迷茫的夢境, 明天的事還給明天, 就讓我選擇且愛且行, 我想要好了傷疤忘了疼, 告別受傷的曾經, 坦然面對愛情的宿命, 不再輾轉到天明, 我想會好了傷疤忘了疼, 開始下一段旅程, 人生就是這樣太匆匆, 就讓一切盡在不言中",sad
640,"誰都愛電影 她更愛旅行, 我愛看電影 她卻沒心情, 她說一直坐著對身體不好, 關在房間空氣很糟糕, 她說真真假假的故事讓人很無聊, 我認識一位不愛看電影的女生, 她對所有畫面都覺得頭痛萬分, 討厭暴力害怕動作, 甚至一切與科幻的事情, 我認識一位不愛看電影的女生, 又想心疼, 她忙忙碌碌不洗衣做飯, 更願意扔東西不陪我玩, 然後光著腳關了電視機, 查旅行航班",happy
641,"誰家的月光照在我身上讓我胡思亂想, 誰家的姑娘迷失了方向闖入我的心房, 誰家的燭影帶一絲惆悵我念念不肯忘, 誰家的豆漿有股桂花香令我朝思了暮又想, 是誰家半夜不肯睡覺叮叮噹噹作響, 哦原來是我的心臟噗通噗通地盪漾, 是誰家總有人在窗前搖搖晃晃吟唱, 哦原來是我的心上人兒忽閃忽閃的模樣, 拜託你 別發光 別在那裡萬丈光芒, 拜託你 快快向我胸口開槍, 誰家的月光照在我身上讓我胡思亂想, 誰家的姑娘迷失了方向闖入我的心房, 誰家的燭影帶一絲惆悵我念念不肯忘, 誰家的豆漿有股桂花香令我朝思了暮又想, 是誰家半夜不肯睡覺叮叮噹噹作響, 哦原來是我的心臟噗通噗通地盪漾, 是誰家總有人在窗前搖搖晃晃吟唱, 哦原來是我的心上人兒忽閃忽閃的模樣, 拜託你 別發光 別在那裡萬丈光芒, 拜託你 快快向我胸口開槍, 誰家的月光照在我身上讓我胡思亂想, 誰家的姑娘迷失了方向闖入我的心房, 誰家的燭影帶一絲惆悵我念念不肯忘, 誰家的豆漿有股桂花香令我朝思了暮又想",happy
642,"還記得我們初相逢, 還記得擁在風雨中, 常在我心中, 常在我夢中, 遇見你是我美麗的夢, 還記得對我的揮手, 還記得深情的回眸, 常在我心中, 常在我夢中, 到如今恍若昨日的夢, 為何要離我遠去, 可知我苦苦思念你, 再牽你的手, 再望你的眸, 再見你圓了我的夢, 還記得我們初相逢, 還記得擁在風雨中, 常在我心中, 常在我夢中, 遇見你是我美麗的夢, 還記得對我的揮手, 還記得深情的回眸, 常在我心中, 常在我夢中, 到如今恍若昨日的夢, 多少的悲歡離合, 這世上至少還有我, 期待再相逢, 與你再相擁, 再見你圓了我的夢, 多少的悲歡離合, 這世上至少還有我, 期待再相逢, 與你再相擁, 再見你圓了我的夢, 期待再相逢, 與你再相擁, 再見你圓了我的夢",happy
643,"總會有個人 不需要說再見, 遺憾就是最好的紀念, 總會有個人 只是路過而已, 有一天她終究會離去, 多少句的我愛你 最後變成愛過你, 我不准你在我世界來又去, 如果能錯過的 人都只是過客, 不必悲傷難過 至少那些經過屬於我, 有些人說斷就斷就再沒聯絡過, 時間總會讓傷口癒合, 總會有個人 只是路過而已, 有一天她終究會離去, 多少句的我愛你 最後變成愛過你, 我不准你在我世界來又去, 如果能離開的 人都只是過客, 不必悲傷難過 至少那些經過屬於我, 有些人說散就散就再沒提起過, 時間總會讓傷口癒合",sad
